,time,/vicon/pose/header.frame_id,/vicon/pose/header.stamp.nanosec,/vicon/pose/header.stamp.sec,/vicon/pose/roll,/vicon/pose/pitch,/vicon/pose/yaw,/vicon/pose/pose.position.x,/vicon/pose/pose.position.y,/vicon/pose/pose.position.z,/cf_logpos/roll,/cf_logpos/pitch,/cf_logpos/yaw,/cf_logpos/position.x,/cf_logpos/position.y,/cf_logpos/position.z,/cf_controll/roll,/cf_controll/pitch,/cf_controll/yaw,/cf_controll/position.x,/cf_controll/position.y,/cf_controll/position.z,/cf_command/x,/cf_command/y,/cf_command/z
0,1747740106486141849,vicon/world,479166288.0,1747740106.0,0.3256445948730052,0.05554598054666431,-0.4893279051976938,0.027090538521532787,1.270397867242134,0.03876494260991413,,,,,,,,,,,,,,,
1,1747740106496993447,vicon/world,489359687.0,1747740106.0,0.3015162134001379,0.09951784907584482,-0.5383605658389419,0.027091402202008556,1.2703906328658954,0.038767623014703885,,,,,,,,,,,,,,,
2,1747740106506450621,vicon/world,499263194.0,1747740106.0,0.334309287650401,0.1354212448334658,-0.5548200614647212,0.02710742051126656,1.27037162452278,0.03875754056546509,,,,,,,,,,,,,,,
3,1747740106513890606,,,,,,,,,,0.35565802454948425,-0.14409540593624254,-0.5266239643096923,0.02262454479932785,1.2743847370147705,0.01605304330587387,,,,,,,,,
4,1747740106516183755,vicon/world,509234647.0,1747740106.0,0.3040097156895193,0.17372750145381446,-0.5483576372793262,0.027073607301110955,1.270343004269118,0.03871676145830325,,,,,,,,,,,,,,,
5,1747740106526150972,vicon/world,519123962.0,1747740106.0,0.32545351307796233,0.16345993906093575,-0.5448042390121706,0.027140883637501494,1.2704389666414122,0.03875164663014488,,,,,,,,,,,,,,,
6,1747740106536318874,vicon/world,529157343.0,1747740106.0,0.33048383705318274,0.07687225442412636,-0.572522734881703,0.027115956967914533,1.2703740409568698,0.0387360955756488,,,,,,,,,,,,,,,
7,1747740106546735371,vicon/world,539180283.0,1747740106.0,0.340429489784757,0.059196338394655136,-0.5542004509224705,0.027119131316771246,1.2703699725920603,0.038722410439696264,,,,,,,,,,,,,,,
8,1747740106556208727,vicon/world,549097725.0,1747740106.0,0.3299220466161612,0.16131640939493294,-0.5222373749082421,0.0270669697303124,1.270353661408652,0.038722885783082854,,,,,,,,,,,,,,,
9,1747740106559611989,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
10,1747740106566222389,vicon/world,559202264.0,1747740106.0,0.33348778424167447,0.12912152180728656,-0.515338309259958,0.027107138259796663,1.2703803428851896,0.038778068072583764,,,,,,,,,,,,,,,
11,1747740106576688792,vicon/world,569249069.0,1747740106.0,0.3345557562910861,0.14756590257537094,-0.5555850277050843,0.027091235654232344,1.2703774549491895,0.03875621570790706,,,,,,,,,,,,,,,
12,1747740106586557330,vicon/world,579365143.0,1747740106.0,0.2891454044379277,0.09724366278180388,-0.5579350490345664,0.027115364207717377,1.2703790834090887,0.03874388495564156,,,,,,,,,,,,,,,
13,1747740106596889129,vicon/world,589214868.0,1747740106.0,0.30800051650568866,0.12796827366835728,-0.5375157877913018,0.027088583496846477,1.270376557565431,0.03875428375236299,,,,,,,,,,,,,,,
14,1747740106606366010,vicon/world,599154246.0,1747740106.0,0.310344018108236,0.131572690778004,-0.5271630540107158,0.02708593207193641,1.2703928461335094,0.038747487713454716,,,,,,,,,,,,,,,
15,1747740106616313041,vicon/world,609177299.0,1747740106.0,0.28109377087301785,0.1792661402702347,-0.5425487746675604,0.027075122066141,1.2703675709345943,0.038719367676384876,,,,,,,,,,,,,,,
16,1747740106626281451,vicon/world,619167734.0,1747740106.0,0.37241939064701446,0.12562213108088333,-0.5510892876032375,0.02712392313313451,1.2703779389575642,0.03876903847812602,,,,,,,,,,,,,,,
17,1747740106636464812,vicon/world,629148358.0,1747740106.0,0.30449704841722514,0.10717377551481139,-0.5015432503543464,0.027089272719890665,1.2703849097767248,0.03875497154100679,,,,,,,,,,,,,,,
18,1747740106646144706,vicon/world,639102186.0,1747740106.0,0.3381641955368087,0.1429737966295402,-0.5597677233767457,0.02708257191604803,1.2703491598348204,0.03874544153152844,,,,,,,,,,,,,,,
19,1747740106656201434,vicon/world,649110183.0,1747740106.0,0.3452542655811085,0.1842319387044062,-0.5339976671062289,0.02714851860112245,1.2704199460508097,0.03873345537956098,,,,,,,,,,,,,,,
20,1747740106666412315,vicon/world,659123590.0,1747740106.0,0.30845757922549455,0.0958471134424949,-0.5600695634494626,0.027118861333669236,1.2703803921202286,0.038759564820525866,,,,,,,,,,,,,,,
21,1747740106676656692,vicon/world,669469059.0,1747740106.0,0.37290234822460855,0.1218811375504536,-0.529548675542524,0.02711177956322695,1.2703863994494913,0.0387640692996348,,,,,,,,,,,,,,,
22,1747740106679924192,,,,,,,,,,0.357315480709076,-0.14573749899864055,-0.5302237868309021,0.02239677868783474,1.2746424674987793,0.01632710173726082,,,,,,,,,
23,1747740106686792778,vicon/world,679176907.0,1747740106.0,0.3107278783799227,0.17162323442373173,-0.5343625602134712,0.027103655540058256,1.2703900238635428,0.03876048661372415,,,,,,,,,,,,,,,
24,1747740106696419282,vicon/world,689188558.0,1747740106.0,0.3734895785509117,0.13660966093978896,-0.5992861480920124,0.027132729418584176,1.2703959672496508,0.03877128994756359,,,,,,,,,,,,,,,
25,1747740106706534397,vicon/world,699476166.0,1747740106.0,0.33169225304018973,0.10434455613607464,-0.5118465507102442,0.02711265629659222,1.2703755075232162,0.038756337605164004,,,,,,,,,,,,,,,
